"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 17 01:28:43 GMT 2024","Wed Jul 17 01:28:57 GMT 2024","14117","chromium","specs/elements/GX3-2831_Elementos_Buttons.spec.ts","GX3-2831 | TS: ⚡️ToolsQA | Elements | Buttons","","","TC3:Validar hacer click en el boton con id dinamico",""
"passed","Wed Jul 17 01:28:45 GMT 2024","Wed Jul 17 01:28:58 GMT 2024","12196","chromium","specs/example/spacebeyond/checkout/checkout.test.ts","GX3-1740: Space Beyond - Book a destiny on Checkout","","","GX3-1740 | TC1: Should book a destiny on Checkout",""
"passed","Wed Jul 17 01:28:14 GMT 2024","Wed Jul 17 01:28:30 GMT 2024","16096","chromium","specs/elements/GX3-2831_Elementos_Buttons.spec.ts","GX3-2831 | TS: ⚡️ToolsQA | Elements | Buttons","","","TC1:Validar hacer doble click en el boton",""
"passed","Wed Jul 17 01:28:14 GMT 2024","Wed Jul 17 01:28:28 GMT 2024","14306","chromium","specs/elements/GX3-2865_Tools-qa-interactions-selectable.spec.ts","GX3-2865 ToolsQA | Interactions | Selectable","","","GX3-2865 | TC1:Validar seleccionar elementos visualizados en List",""
"passed","Wed Jul 17 01:28:42 GMT 2024","Wed Jul 17 01:28:48 GMT 2024","5983","chromium","specs/elements/GX3-3334_ElementsButtons.test.ts","TS:GX3-3334 elementsButtons","","","TC1: Validar poder hacer doble click en button: ""Double Click Me"".",""
"passed","Wed Jul 17 01:28:30 GMT 2024","Wed Jul 17 01:28:43 GMT 2024","13644","chromium","specs/elements/GX3-2831_Elementos_Buttons.spec.ts","GX3-2831 | TS: ⚡️ToolsQA | Elements | Buttons","","","TC2:Validar hacer click derecho en el boton",""
"passed","Wed Jul 17 01:28:56 GMT 2024","Wed Jul 17 01:29:00 GMT 2024","4385","chromium","specs/elements/GX3-3334_ElementsButtons.test.ts","TS:GX3-3334 elementsButtons","","","TC3: Validar poder hacer click izquierdo en button: ""Click Me"".",""
"passed","Wed Jul 17 01:28:48 GMT 2024","Wed Jul 17 01:28:56 GMT 2024","7874","chromium","specs/elements/GX3-3334_ElementsButtons.test.ts","TS:GX3-3334 elementsButtons","","","TC2: Validar poder hacer click derecho en button: ""Right Click Me"".",""
"passed","Wed Jul 17 01:28:14 GMT 2024","Wed Jul 17 01:28:30 GMT 2024","16760","chromium","specs/elements/GX3-2854_Elementos_Fill_Form_and_Submit.spec.ts","GX3-2854 ","","","TC1 Validar completar el formulario",""
"passed","Wed Jul 17 01:28:55 GMT 2024","Wed Jul 17 01:29:04 GMT 2024","9215","chromium","specs/elements/GX3-3378_ElementsRadioButtons.test.ts","","","","3379 | TC2: Validar poder seleccionar elemento radio button ""Impressive"".",""
"passed","Wed Jul 17 01:28:29 GMT 2024","Wed Jul 17 01:28:43 GMT 2024","13619","chromium","specs/elements/GX3-3006_Tools-qa-Elements_Upload_and_Download.spec.ts","GX3-3006 | ToolsQA | Elements | Upload and Download","","","TC2: Validar cargar archivos a demoqa",""
"skipped","Wed Jul 17 01:28:57 GMT 2024","Wed Jul 17 01:28:57 GMT 2024","1","chromium","specs/forms/GX3-3047_Practice-Form.spec.ts","GX3-3047_Practice-Form","","","TC1:Validar llenar el formulario",""
