"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jul 23 23:22:28 GMT 2024","Tue Jul 23 23:22:28 GMT 2024","0","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC5: Validar seleccionar una opción en el dropdown ""Standard multi select""",""
"passed","Tue Jul 23 23:22:48 GMT 2024","Tue Jul 23 23:22:55 GMT 2024","6445","chromium","specs/elements/GX3-3378_ElementsRadioButtons.test.ts","","","","3379 | TC2: Validar poder seleccionar elemento radio button ""Impressive"".",""
"passed","Tue Jul 23 23:22:28 GMT 2024","Tue Jul 23 23:22:35 GMT 2024","7302","chromium","specs/widgets/GX3-4236-Dropdown-Select.test.ts","GX3-4236: Widgets | Dropdown - Select Menu","","","GX3-4237 | PW TC1: Should select value option from Select Value dropdown-type",""
"passed","Tue Jul 23 23:22:18 GMT 2024","Tue Jul 23 23:22:23 GMT 2024","5524","chromium","specs/elements/GX3-3334_ElementsButtons.test.ts","TS:GX3-3334 elementsButtons","","","TC2: Validar poder hacer click derecho en button: ""Right Click Me"".",""
"passed","Tue Jul 23 23:22:01 GMT 2024","Tue Jul 23 23:22:14 GMT 2024","13640","chromium","specs/elements/GX3-2831_Elementos_Buttons.spec.ts","GX3-2831 | TS: ⚡️ToolsQA | Elements | Buttons","","","TC2:Validar hacer click derecho en el boton",""
"passed","Tue Jul 23 23:22:18 GMT 2024","Tue Jul 23 23:22:19 GMT 2024","854","chromium","specs/elements/GX3-4106_SwagLabs_Account.spec.ts","Login tests","","","GX3-4106 | TC4: Validar inicio de sesión con usuario bloqueado",""
"passed","Tue Jul 23 23:22:23 GMT 2024","Tue Jul 23 23:22:29 GMT 2024","5206","chromium","specs/elements/GX3-3334_ElementsButtons.test.ts","TS:GX3-3334 elementsButtons","","","TC3: Validar poder hacer click izquierdo en button: ""Click Me"".",""
"skipped","Tue Jul 23 23:22:28 GMT 2024","Tue Jul 23 23:22:28 GMT 2024","0","chromium","specs/forms/GX3-3047_Practice-Form.spec.ts","GX3-3047_Practice-Form","","","TC3:Validar email incorrecto",""
"skipped","Tue Jul 23 23:22:28 GMT 2024","Tue Jul 23 23:22:28 GMT 2024","0","chromium","specs/forms/GX3-3047_Practice-Form.spec.ts","GX3-3047_Practice-Form","","","TC2:insertar valores null en el form",""
"passed","Tue Jul 23 23:22:01 GMT 2024","Tue Jul 23 23:22:11 GMT 2024","10330","chromium","specs/elements/GX3-3006_Tools-qa-Elements_Upload_and_Download.spec.ts","GX3-3006 | ToolsQA | Elements | Upload and Download","","","TC2: Validar cargar archivos a demoqa",""
"skipped","Tue Jul 23 23:22:28 GMT 2024","Tue Jul 23 23:22:28 GMT 2024","1","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC4: Validar seleccionar todas las opciónes en el dropdown ""Multiselect drop down""",""
"passed","Tue Jul 23 23:22:00 GMT 2024","Tue Jul 23 23:22:15 GMT 2024","14771","chromium","specs/elements/GX3-2865_Tools-qa-interactions-selectable.spec.ts","GX3-2865 ToolsQA | Interactions | Selectable","","","GX3-2865 | TC2:Validar seleccionar elementos visualizados en Grid",""
"skipped","Tue Jul 23 23:22:28 GMT 2024","Tue Jul 23 23:22:28 GMT 2024","1","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC2: Validar seleccionar una opción en el dropdown ""Select One""",""
"passed","Tue Jul 23 23:22:17 GMT 2024","Tue Jul 23 23:22:17 GMT 2024","602","chromium","specs/elements/GX3-4106_SwagLabs_Account.spec.ts","Login tests","","","GX3-4106 | TC2: Validar inicio de sesión fallido con credenciales inválidas",""
"skipped","Tue Jul 23 23:22:28 GMT 2024","Tue Jul 23 23:22:28 GMT 2024","0","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC1: Validar seleccionar una opción en el dropdown ""Select Value""",""
"passed","Tue Jul 23 23:21:35 GMT 2024","Tue Jul 23 23:22:01 GMT 2024","25697","chromium","specs/elements/GX3-2854_Elementos_Fill_Form_and_Submit.spec.ts","GX3-2854 ","","","TC1 Validar completar el formulario",""
"passed","Tue Jul 23 23:22:14 GMT 2024","Tue Jul 23 23:22:28 GMT 2024","13107","chromium","specs/elements/GX3-2831_Elementos_Buttons.spec.ts","GX3-2831 | TS: ⚡️ToolsQA | Elements | Buttons","","","TC3:Validar hacer click en el boton con id dinamico",""
"passed","Tue Jul 23 23:22:11 GMT 2024","Tue Jul 23 23:22:18 GMT 2024","6850","chromium","specs/elements/GX3-3334_ElementsButtons.test.ts","TS:GX3-3334 elementsButtons","","","TC1: Validar poder hacer doble click en button: ""Double Click Me"".",""
"skipped","Tue Jul 23 23:22:28 GMT 2024","Tue Jul 23 23:22:28 GMT 2024","0","chromium","specs/forms/GX3-3047_Practice-Form.spec.ts","GX3-3047_Practice-Form","","","TC4:Validar ingresar un valor no numerico en Mobile number",""
