"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 16 00:25:06 GMT 2024","Fri Aug 16 00:25:19 GMT 2024","13588","chromium","specs/example/spacebeyond/checkout/checkout.test.ts","GX3-1740: Space Beyond - Book a destiny on Checkout","","","GX3-1740 | TC1: Should book a destiny on Checkout",""
"skipped","Fri Aug 16 00:25:16 GMT 2024","Fri Aug 16 00:25:16 GMT 2024","0","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC1: Validar seleccionar una opción en el dropdown ""Select Value""",""
"skipped","Fri Aug 16 00:25:16 GMT 2024","Fri Aug 16 00:25:16 GMT 2024","1","chromium","specs/forms/GX3-3047_Practice-Form.spec.ts","GX3-3047_Practice-Form","","","TC4:Validar ingresar un valor no numerico en Mobile number",""
"passed","Fri Aug 16 00:24:48 GMT 2024","Fri Aug 16 00:24:49 GMT 2024","1506","chromium","specs/elements/GX3-4106_SwagLabs_Account.spec.ts","Login tests","","","GX3-4106 | TC1: Validar inicio de sesión exitoso",""
"passed","Fri Aug 16 00:24:30 GMT 2024","Fri Aug 16 00:24:44 GMT 2024","13882","chromium","specs/elements/GX3-2865_Tools-qa-interactions-selectable.spec.ts","GX3-2865 ToolsQA | Interactions | Selectable","","","GX3-2865 | TC2:Validar seleccionar elementos visualizados en Grid",""
"passed","Fri Aug 16 00:25:13 GMT 2024","Fri Aug 16 00:25:19 GMT 2024","6173","chromium","specs/elements/GX3-4366-Elements_radio_Buttons.test.ts","GX3-4308 | Elements | Buttons","","","4367 | TC3: Validar que elemento radio button ""No"" esté deshabilitado.",""
"passed","Fri Aug 16 00:24:30 GMT 2024","Fri Aug 16 00:24:47 GMT 2024","16854","chromium","specs/elements/GX3-2831_Elementos_Buttons.spec.ts","GX3-2831 | TS: ⚡️ToolsQA | Elements | Buttons","","","TC2:Validar hacer click derecho en el boton",""
"passed","Fri Aug 16 00:23:57 GMT 2024","Fri Aug 16 00:24:30 GMT 2024","32385","chromium","specs/elements/GX3-2865_Tools-qa-interactions-selectable.spec.ts","GX3-2865 ToolsQA | Interactions | Selectable","","","GX3-2865 | TC1:Validar seleccionar elementos visualizados en List",""
"passed","Fri Aug 16 00:24:44 GMT 2024","Fri Aug 16 00:24:58 GMT 2024","13656","chromium","specs/elements/GX3-3378_ElementsRadioButtons.test.ts","","","","3379 | TC1: Validar poder seleccionar elemento radio button ""Yes"".",""
"passed","Fri Aug 16 00:25:10 GMT 2024","Fri Aug 16 00:25:21 GMT 2024","11070","chromium","specs/elements/GX3-3378_ElementsRadioButtons.test.ts","","","","3379 | TC3: Validar que elemento radio button ""No"" esté deshabilitado.",""
"passed","Fri Aug 16 00:25:00 GMT 2024","Fri Aug 16 00:25:06 GMT 2024","5992","chromium","specs/elements/GX3-3334_ElementsButtons.test.ts","TS:GX3-3334 elementsButtons","","","TC3: Validar poder hacer click izquierdo en button: ""Click Me"".",""
"passed","Fri Aug 16 00:24:30 GMT 2024","Fri Aug 16 00:24:48 GMT 2024","17379","chromium","specs/elements/GX3-2854_Elementos_Fill_Form_and_Submit.spec.ts","GX3-2854 ","","","TC2: Validar enviar formulario",""
"passed","Fri Aug 16 00:24:51 GMT 2024","Fri Aug 16 00:24:52 GMT 2024","909","chromium","specs/elements/GX3-4106_SwagLabs_Account.spec.ts","Login tests","","","GX3-4106 | TC3: Validar inicio de sesión fallido con campos vacíos",""
"passed","Fri Aug 16 00:24:30 GMT 2024","Fri Aug 16 00:24:44 GMT 2024","13708","chromium","specs/elements/GX3-3006_Tools-qa-Elements_Upload_and_Download.spec.ts","GX3-3006 | ToolsQA | Elements | Upload and Download","","","TC2: Validar cargar archivos a demoqa",""
"skipped","Fri Aug 16 00:25:16 GMT 2024","Fri Aug 16 00:25:16 GMT 2024","0","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC3: Validar seleccionar una opción en el dropdown ""Old Style Select Menu""",""
"passed","Fri Aug 16 00:25:06 GMT 2024","Fri Aug 16 00:25:13 GMT 2024","6708","chromium","specs/elements/GX3-4366-Elements_radio_Buttons.test.ts","GX3-4308 | Elements | Buttons","","","4367 | TC2: Validar poder seleccionar elemento radio button ""Impressive""",""
"passed","Fri Aug 16 00:25:10 GMT 2024","Fri Aug 16 00:25:16 GMT 2024","5845","chromium","specs/elements/GX3-4308_Elements_Buttons.test.ts","GX3-4308 | Elements | Buttons","","","4309 | TC3: Validar hacer click en button: ""Click"".",""
"passed","Fri Aug 16 00:23:57 GMT 2024","Fri Aug 16 00:24:30 GMT 2024","33086","chromium","specs/elements/GX3-2854_Elementos_Fill_Form_and_Submit.spec.ts","GX3-2854 ","","","TC1 Validar completar el formulario",""
"passed","Fri Aug 16 00:24:44 GMT 2024","Fri Aug 16 00:24:52 GMT 2024","8763","chromium","specs/elements/GX3-3334_ElementsButtons.test.ts","TS:GX3-3334 elementsButtons","","","TC1: Validar poder hacer doble click en button: ""Double Click Me"".",""
"passed","Fri Aug 16 00:24:49 GMT 2024","Fri Aug 16 00:24:51 GMT 2024","1452","chromium","specs/elements/GX3-4106_SwagLabs_Account.spec.ts","Login tests","","","GX3-4106 | TC2: Validar inicio de sesión fallido con credenciales inválidas",""
"passed","Fri Aug 16 00:25:00 GMT 2024","Fri Aug 16 00:25:06 GMT 2024","6514","chromium","specs/elements/GX3-4366-Elements_radio_Buttons.test.ts","GX3-4308 | Elements | Buttons","","","4367 | TC1: Validar poder seleccionar elemento radio button ""Yes"".",""
"passed","Fri Aug 16 00:23:57 GMT 2024","Fri Aug 16 00:24:30 GMT 2024","32326","chromium","specs/elements/GX3-2831_Elementos_Buttons.spec.ts","GX3-2831 | TS: ⚡️ToolsQA | Elements | Buttons","","","TC1:Validar hacer doble click en el boton",""
"skipped","Fri Aug 16 00:25:16 GMT 2024","Fri Aug 16 00:25:16 GMT 2024","0","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC5: Validar seleccionar una opción en el dropdown ""Standard multi select""",""
"skipped","Fri Aug 16 00:25:16 GMT 2024","Fri Aug 16 00:25:16 GMT 2024","0","chromium","specs/forms/GX3-3047_Practice-Form.spec.ts","GX3-3047_Practice-Form","","","TC1:Validar llenar el formulario",""
"passed","Fri Aug 16 00:23:57 GMT 2024","Fri Aug 16 00:24:30 GMT 2024","32761","chromium","specs/elements/GX3-3006_Tools-qa-Elements_Upload_and_Download.spec.ts","GX3-3006 | ToolsQA | Elements | Upload and Download","","","TC1: Validar descargar un archivo desde demoqa",""
"passed","Fri Aug 16 00:25:03 GMT 2024","Fri Aug 16 00:25:10 GMT 2024","6754","chromium","specs/elements/GX3-4308_Elements_Buttons.test.ts","GX3-4308 | Elements | Buttons","","","4309 | TC2: Validar hacer click derecho en button: "" Right Click"".",""
