"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 20:39:03 GMT 2024","Fri Jun 14 20:39:19 GMT 2024","15556","chromium","specs/elements/GX3-2865_Tools-qa-interactions-selectable.spec.ts","GX3-2865 ToolsQA | Interactions | Selectable","","","GX3-2865 | TC2:Validar seleccionar elementos visualizados en Grid",""
"skipped","Fri Jun 14 20:39:28 GMT 2024","Fri Jun 14 20:39:28 GMT 2024","0","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC4: Validar seleccionar todas las opciónes en el dropdown ""Multiselect drop down""",""
"passed","Fri Jun 14 20:38:49 GMT 2024","Fri Jun 14 20:39:04 GMT 2024","15245","chromium","specs/elements/GX3-2854_Elementos_Fill_Form_and_Submit.spec.ts","GX3-2854 ","","","TC1 Validar completar el formulario",""
"passed","Fri Jun 14 20:39:30 GMT 2024","Fri Jun 14 20:39:38 GMT 2024","8376","chromium","specs/elements/GX3-3378_ElementsRadioButtons.test.ts","","","","3379 | TC2: Validar poder seleccionar elemento radio button ""Impressive"".",""
"passed","Fri Jun 14 20:39:04 GMT 2024","Fri Jun 14 20:39:19 GMT 2024","15342","chromium","specs/elements/GX3-3006_Tools-qa-Elements_Upload_and_Download.spec.ts","GX3-3006 | ToolsQA | Elements | Upload and Download","","","TC2: Validar cargar archivos a demoqa",""
"passed","Fri Jun 14 20:38:49 GMT 2024","Fri Jun 14 20:39:03 GMT 2024","14568","chromium","specs/elements/GX3-2865_Tools-qa-interactions-selectable.spec.ts","GX3-2865 ToolsQA | Interactions | Selectable","","","GX3-2865 | TC1:Validar seleccionar elementos visualizados en List",""
"passed","Fri Jun 14 20:39:19 GMT 2024","Fri Jun 14 20:39:30 GMT 2024","10867","chromium","specs/example/spacebeyond/checkout/checkout.test.ts","GX3-1740: Space Beyond - Book a destiny on Checkout","","","GX3-1740 | TC1: Should book a destiny on Checkout",""
"passed","Fri Jun 14 20:39:04 GMT 2024","Fri Jun 14 20:39:18 GMT 2024","14519","chromium","specs/elements/GX3-2854_Elementos_Fill_Form_and_Submit.spec.ts","GX3-2854 ","","","TC2: Validar enviar formulario",""
"skipped","Fri Jun 14 20:39:28 GMT 2024","Fri Jun 14 20:39:28 GMT 2024","0","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC1: Validar seleccionar una opción en el dropdown ""Select Value""",""
"skipped","Fri Jun 14 20:39:28 GMT 2024","Fri Jun 14 20:39:28 GMT 2024","0","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC5: Validar seleccionar una opción en el dropdown ""Standard multi select""",""
"skipped","Fri Jun 14 20:39:28 GMT 2024","Fri Jun 14 20:39:28 GMT 2024","1","chromium","specs/forms/GX3-3047_Practice-Form.spec.ts","GX3-3047_Practice-Form","","","TC4:Validar ingresar un valor no numerico en Mobile number",""
"passed","Fri Jun 14 20:39:04 GMT 2024","Fri Jun 14 20:39:16 GMT 2024","12307","chromium","specs/elements/GX3-2831_Elementos_Buttons.spec.ts","GX3-2831 | TS: ⚡️ToolsQA | Elements | Buttons","","","TC2:Validar hacer click derecho en el boton",""
"skipped","Fri Jun 14 20:39:28 GMT 2024","Fri Jun 14 20:39:28 GMT 2024","0","chromium","specs/widgets/GX3-2907_Dropdown-SelectMenu.spec.ts","GX3-2907 |ToolsQA | Widgets | Dropdown - Select Menu","","","GX3-2907 | TC2: Validar seleccionar una opción en el dropdown ""Select One""",""
"skipped","Fri Jun 14 20:39:28 GMT 2024","Fri Jun 14 20:39:28 GMT 2024","0","chromium","specs/forms/GX3-3047_Practice-Form.spec.ts","GX3-3047_Practice-Form","","","TC3:Validar email incorrecto",""
"skipped","Fri Jun 14 20:39:28 GMT 2024","Fri Jun 14 20:39:28 GMT 2024","0","chromium","specs/forms/GX3-3047_Practice-Form.spec.ts","GX3-3047_Practice-Form","","","TC2:insertar valores null en el form",""
